"Ngayong araw, magiging responsible ako sa pagtugon sa aking mga pangangailangan.","Ngayong araw, magiging responsible ako sa pag tugon sa aking mga pangangailangan."
"Ngayong araw, magiging responsible ako sa pagtugon sa aking mga pangangailangan.","Ngayong araw, magiging responsible ako sa pagtugon ng aking mga pangangailangan."
"Ngayong araw, magiging responsible ako sa pagtugon sa aking mga pangangailangan.","Ngayong araw, magiging responsible ako sa pagtugon sa aking pangangailangan."
"Ang kinalabasan nito, naging mainitin ang ulo ko dahil sa paulit-ulit na pagpalpak na maibigay ng ibang tao ang aking kaligayahan.","Ang kinalabasan nito, naging mainitin ang ulo ko dahil sa paulit-ulit na pag-palpak na maibigay ng ibang tao ang aking kaligayahan."
"Minsan, isang grupo ng tao ang tingin ko sa sarili ko - kaya kung naging sinoman sa anomang oras para sa iba't ibang tao.","Minsan, isang grupo ng tao ang tingin ko sa sarili ko - kaya kung naging sinuman sa anomang oras para sa iba't ibang tao."
"Minsan, isang grupo ng tao ang tingin ko sa sarili ko - kaya kung naging sinoman sa anomang oras para sa iba't ibang tao.","Minsan, isang grupo ng tao ang tingin ko sa sarili ko - kaya kung naging sinoman sa anumang oras para sa iba't ibang tao."
Kaya hindi kataka-taka kung bakit ang dali para sa aking mawala sa aking sarili.,Kaya hindi kataka-taka kung bakit ang dali para sa akin mawala sa aking sarili.
"Sa sandaling ito, huminto ako at nakinig sa tinig sa aking puso.","Sa sandaling ito, huminto ako at nakinig sa tinig ng aking puso."
Bibitiwan ko ngayong oras na ito ang lahat ng hapdi at kirot na itinatago ko simula pa noong pagkabata ko.,Bibitawan ko ngayong oras na ito ang lahat ng hapdi at kirot na itinatago ko simula pa noong pagkabata ko.
Bibitiwan ko ngayon ang mga pasanin ko.,Bibitiwan ko ngayon ang mga buhatin ko.
Mas matuwid ang tayo ko at mas malayo ang natatanaw ko.,Mas matuwid ang tayo ko at mas mas malayo ang natatanaw ko.
Mas matuwid ang tayo ko at mas malayo ang natatanaw ko.,Mas matuwid ang tayo ko at mas malayo ang nakikita ko.
Inaalagaan ko ang aking anak nang may pagmamahal.,Inaalagaan ko ang aking anak gamit ang pagmamahal.
Iginagalang ko ang aking kasanggilan.,IGinagalang ko ang aking kasanggilan.
"Sa gayon, inaalagaan namin ang sarili nang may pagmamahal.","Sa gayon, inaalagaan namin ang sarili gamit ang pagmamahal."
"At masaya kong ibinibigay ang pagkain, sigla, pagtanggap at kalayaan na kailangan niya kung kailangan niya ito.","At masaya kong binibigay ang pagkain, sigla, pagtanggap at kalayaan na kailangan niya kung kailangan niya ito."
"Noong sampung taong gulang pa lamang ako, alam ko na na isang panlilinlang lamang ang pagsimula ng bagong taon na may masayang pagdiriwang.",Noong sampung taong gulang pa lamang ako alam ko na na isang panlilinlang lamang ang pagsimula ng bagong taon na may masayang pagdiriwang.
Masisira lang ang mga pangako at mawawasak ang mga pangarap katulad ng nangyari sa mga nakaraang taon kaya para saan pa ang lahat na ito?,Masisira lang ang mga pangako at mawawasak ang mga pangarap katulad ng nangyari sa mga nakaraan na taon kaya para saan pa ang lahat na ito?
"Kaya ngayon, yayakapin ko ang totoo kong pagkatao at gagawin itong tapat na pangako!",Kaya ngayon yayakapin ko ang totoo kong pagkatao at gagawin itong tapat na pangako!
"Ngayon, titingnan kok ang lahat na matatagpuan kong mga bagay.","Ngayon, titingnan kok ang lahat na matatagpuan kong mga bagay"
Ang pagpasok sa isang relasyon nang umaasa na pwede akong pasayahin ng ibang tao ang isang paghanda sa pagkukulang.,Ang pagpasok sa isang relasyon na umaasa na pwede akong pasayahin ng ibang tao ang isang paghanda sa pagkukulang.
"Ngayon, papakawalan ko ang pangangailangan ko sa iba na umabot sa aking pamantayan.","Ngayon, papakawalan ko ang pagkailangan ko sa iba na umabot sa aking pamantayan."
Wala akong karapatan na maglagay ng pag-asa sa ibang tao.,Wala akong karapatan na maglagay ng kaasahan sa ibang tao.
Magpapaalam ako ngayon sa aking nakaraan.,Magwawala ako ngayon sa aking nakaraan.
Kinakailangan kong masanay sa palaging pagbabago at gulo.,Kailangan kong masanay sa palaging pagbabago at gulo.
"Kakain ako sa bagong restawran, maglalaro ako ng tenis kasama ng isang bagong kaibigan, susubukan ko ang isang bagong resipe o kaya dadaan sa isang bagong daan pauwi.","Kakain ako sa bagong restawran, maglalaro ako ng tenis kasama ng isang bagong kaibigan, magsusubok ko ang isang bagong resipe o kaya dadaan sa isang bagong daan pauwi."
Pakakawala ko nang dahan-dahan ang aking nakalipas.,Ikakawalan ko nang dahan-dahan ang aking nakalipas.
Isaalang-alang ko ang mga ibang opsyon at kukunin ko ng bagong pagkakataon.,Isaalang-alang ko ang mga ibang opsyon at kukuha ko ng bagong pagkakataon.
Ang pag-abot ng bago at hindi kilala ay nagdadala ng masyadong maraming pagkakatakot.,Ang pag abot ng bago at hindi kilala ay nagdadala ng masyadong maraming pagkakatakot.
"Minsan, sinasakmal ako ng aking galit.",Minsan ako ay na sasakmal ng aking galit.
Ipinangako ko na hindi ko ipapakita ang galit ko sa kahit sinuman.,Ipinangako ko na hindi ko ipapakita ang aking galit sa kahit sinuman.
Ngunit minsan nararamdaman ko na parang mayroong batang paslit sa loob ko na gustong manipa at manigaw at mangagat at manira.,Ngunit minsan nararamdaman ko na parang mayroong batang paslit sa loob ko na gustong sumipa at manigaw at mangagat at manira.
Ngunit minsan nararamdaman ko na parang mayroong batang paslit sa loob ko na gustong manipa at manigaw at mangagat at manira.,Ngunit minsan nararamdaman ko na parang mayroong batang paslit sa loob ko na gustong manipa at sumigaw at mangagat at manira.
Natatakot ako sa aking sariling galit at walang nagawa para paginhawain ang batang paslit sa aking sarili.,Ako'y natatakot sa aking sariling galit at walang nagawa para paginhawain ang batang paslit sa aking sarili.
"Simula ngayon, kapag nararamdaman ko na gusto kong manira, iisipin ko na lang ang nagdadabog na batang paslit sa aking sarili.","Simula ngayon kapag nararamdaman ko na gusto kong manira, iisipin ko na lang ang nagdadabog na batang paslit sa aking sarili."
"Simula ngayon, kapag nararamdaman ko na gusto kong manira, iisipin ko na lang ang nagdadabog na batang paslit sa aking sarili.","Simula ngayon, pag nararamdaman ko na gusto kong manira, iisipin ko na lang ang nagdadabog na batang paslit sa aking sarili."
"Simula ngayon, kapag nararamdaman ko na gusto kong manira, iisipin ko na lang ang nagdadabog na batang paslit sa aking sarili.","Simula ngayon, kapag nararamdaman ko na gusto ko manira, iisipin ko na lang ang nagdadabog na batang paslit sa aking sarili."
Natatakot akong mahalin mo ako.,Natatakot para mahalin mo ako.
Sumisigaw ang aking buong pagkatao.,Sumisigaw ang buong pagkatao.
Ayokong masaktang muli.,Ayokong masaktan muli.
Ayokong masaktang muli.,Ayokong masaktang ulit.
"Susuriin ko ang aking pisikal na pangangailangan, aalalahanin ko na hindi pagiging makasarili ang pangalagaan ang aking sarili.","Susuriin ko ang aking pisikal na pangangailangan, aalalahanin ko na hindi makasarili ang pangalagaan ang aking sarili."
"Naririnig ko ang mga sigaw at mga insulto nila, hinaharang ang mga masasamang tingin, at sinaksihan ang katapusan ng kanilang pagsasama bilang mag-asawa.","Naririnig ko ang mga sigaw at mga insulto nila, humarang ang mga masasamang tingin, at sinaksihan ang katapusan ng kanilang pagsasama bilang mag-asawa."
"Naririnig ko ang mga sigaw at mga insulto nila, hinaharang ang mga masasamang tingin, at sinaksihan ang katapusan ng kanilang pagsasama bilang mag-asawa.","Naririnig ko ang mga sigaw at mga insulto nila, hinaharang sa mga masasamang tingin, at sinaksihan ang katapusan ng kanilang pagsasama bilang mag-asawa."
"Naririnig ko ang mga sigaw at mga insulto nila, hinaharang ang mga masasamang tingin, at sinaksihan ang katapusan ng kanilang pagsasama bilang mag-asawa.","Naririnig ko ang mga sigaw at mga insulto nila, hinaharang ang mga masasama na tingin, at sinaksihan ang katapusan ng kanilang pagsasama bilang mag-asawa."
Ang kasal sa pagitan ng magulang ko na walang tiwala ang nag-iisang relasyon na may halaga sa akin.,Ang kasal sa pagitan ng magulang ko na mawalang-tiwala ang nag-iisang relasyon na may halaga sa akin.
"Ngayon, magsisimula ako ng bago na may kasamang isip na magiging mas malawak araw-araw.",Ngayon magsisimula ako ng bago na may kasamang isip na magiging mas malawak araw-araw.
"Ngayong mas matanda na ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig.","Ngayon mas matanda na ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig."
"Ngayong mas matanda na ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig.","Ngayong mas matanda na ako, wala akong tiwala sa kahit anong relasyon na may pag-ibig."
"Ngayong mas matanda na ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig.","Ngayong mas matanda ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig."
"Ngayong mas matanda na ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig.","Ngayong mas matanda na ako, wala na akong tiwala sa kahit anong relasyon na may pag-ibig"
"Sa halip, mag-iisip ako ng mabuti sa pagkakilala sa isang nakakaiba na kaibigan, di nagtitiwala nang lubusan pero hahayaan ang tiwala ko at ang tiwala sa pagitan namin lumaki kasama ang aming relasyon.","Sa halip, mag-iisip ako ng mabuti sa pagkakilala sa isang nakakaiba na kaibigan, di nagtitiwala ng lubusan pero hahayaan ang tiwala ko at ang tiwala sa pagitan namin lumaki kasama ang aming relasyon."
"Sa halip, mag-iisip ako ng mabuti sa pagkakilala sa isang nakakaiba na kaibigan, di nagtitiwala nang lubusan pero hahayaan ang tiwala ko at ang tiwala sa pagitan namin lumaki kasama ang aming relasyon.","Sa halip, mag-iisip ako ng mabuti sa pagkakilala sa isang nakakaiba na kaibigan, di nagtitiwala nang lubusan pero hayaan ang tiwala ko at ang tiwala sa pagitan namin lumaki kasama ang aming relasyon."
"Kaso nga lang, kapag gusto kong bagalan muna ang pinanggagawa ko at huwag munang maging mahirap sa sarili ko.","Kaso nga lang, pag gusto kong bagalan muna ang pinanggagawa ko at huwag munang maging mahirap sa sarili ko."
"Ngayong may isip na ako, naiintindihan ko na lahat tayo'y paminsan na nagsusuot ng maskara.","Ngayon may isip na ako, naiintindihan ko na lahat tayo'y paminsan na nagsusuot ng maskara."
"Mayroon tayong maskarang panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pang-bata, at maskara na pang-magulang.","Meron tayong maskarang panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pang-bata, at maskara na pang-magulang."
"Mayroon tayong maskarang panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pambata, at maskara na pang-magulang.","Mayroon tayong maskara na panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pambata, at maskara na pang-magulang."
"Mayroon tayong maskarang panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pambata, at maskara na pang-magulang.","Mayroon tayong maskarang panlipinan, maskara na pang trabaho, maskara na pang-eskwela, maskara na pambata, at maskara na pang-magulang."
"Mayroon tayong maskarang panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pambata, at maskara na pang-magulang.","Mayroon tayong maskarang panlipinan, maskara na pang-trabaho, maskara na pang-eskwela, maskara na pang bata, at maskara na pang-magulang."
"Ngayong may isip na ako, naiintindihan ko na lahat tayo'y paminsan na nagsusuot ng maskara.","Ngayong matanda na ako, naiintindihan ko na lahat tayo'y paminsan na nagsusuot ng maskara."
"Hindi ako takot sa maskara ng iba, dahil tinatandaan ko na ang tunay na sarili din nila ang nasa likod nito.","Hindi na ako takot sa maskara ng iba, dahil tinatandaan ko na ang tunay na sarili din nila ang nasa likod nito."
"Hindi ako takot sa maskara ng iba, dahil tinatandaan ko na ang tunay na sarili din nila ang nasa likod nito.","Hindi ako takot sa maskara ng iba, dahil tinatandaan ko ang tunay na sarili din nila ang nasa likod nito."
"Minsan, nararanasan ko ang galit na ito kapag hindi inasikaso ang aking mga pangangailangan.",Minsan nararanasan ko ang galit na ito kapag hindi inasikaso ang aking mga pangangailangan.
"Sa paggagaling, nakita ko na kapanagutan ko ang pag-asikaso sa sarili ko.","Sa paggagaling, nakita ko na kapanagutan ko ang pagasikaso sa sarili ko."
"Sa araw na ito, alam ko na hindi ko na kailangang gamitin ang hindi malusog anyo ng galit na ito.","Sa araw na ito, alam ko na hindi ko na kailangan gamitin ang hindi malusog anyo ng galit na ito."
"Sa programang K-12 at CMO 20, itinanggal ang wikang Filipino.","Sa programang K-12 at CMO 20, itinanggal ang wikang Filipo."
Hindi lang nararamdaman ng dalawang pusong umiibig at marami pa.,Hindi lang nararamdaman ng dalawang pusong umiibig may marami pa.
"Maaari kong magbigay ng pasalubong at kung magawa, mas nakikita kung ikaw ay ang naggawa.","Maaari mo magbigay ng pasalubong at kung magawa, mas nakikita kung ikaw ay ang naggawa."
Kailangang kaya mo o may mahusay na gawa.,Kailang dapat kaya mo o may mahusay na gawa.
Ang himagsik ni Balagtas ang may kaugnayan sa balita ay ang Himagsik Laban sa Malupit na Pamahalaan.,Ang himagsik ni Balagtas ang may kaugnayan sa balita ay ang Himagsik Laban sa Mapulit na Pamahalaan.
Bawal ang paggamit ng yosi sa Davao.,Bawal ang pag-gamit ng yosi sa Davao.
Bawal ang paggamit ng yosi sa Davao.,Bawal ang paggamit ng yosi sa Dabao.
Ang epiko ay isang tulang pandamdamin na tumatalakay sa kabayanihan at pakikipagsapalaran ng mga taong may taglay na kapangyarihan.,Ang epiko ay isang tulang pasalaysay na tumatalakay sa kabayanihan at pakikipagsapalaran ng mga taong may taglay na kapangyarihan.
"Ang salitang epiko ay hango sa salitang Romanong ""epos"" na nangangahulugang salita o awit.","Ang salitang epiko ay hango sa salitang Griyego ""epos"" na nangangahulugang salita o awit."
Ang opinyon ko tungkol sa isyung tinalakay ay dapat hindi tangalin ang wikang Filipino sa kolehiyo.,Ang opinyon ko tungkol sa isyung tinalakay ay dapat hind tangalin ang wikang Filipino sa kolehiyo.
Ikinibahala din ng mga drayber ang napipintong pag-phase out ng mga dyipni sa lansangan.,Ibinahala din ng mga drayber ang napipintong pag-phase out ng mga dyipni sa lansangan.
Itinuro sa kanila rito ang mga paraan kung paano makaliligtas at mabubuhay sa mga di-kanais-nais na sitwasyon lalo na sa panahon ng kalamidad.,Tinuro sa kanila rito ang mga paraan kung paano makaliligtas at mabubuhay sa mga di-kanais-nais na sitwasyon lalo na sa panahon ng kalamidad.
Ipinatali nila sa mga kawayan ang mga lubid upang makabuo ng maaaring masilungan sa panahon ng kalamidad.,Tinali nila sa mga kawayan ang mga lubid upang makabuo ng maaaring masilungan sa panahon ng kalamidad.
Upang maging mabuting halimbawa sa mga kabataan ngayon.,Upang maging mabuting halimbawa sa mga kabatan ngayon.
Hindi ko lang din sinasabi ito o ginagawa ito na pakitang-tao.,Hindi ko lang din sinasabi ito o ginagawa ito na pakitang tao lang.
Ginagawa ko ito dahil obligasyon ko ito dahil ako ay isang Pilipino.,Ginagawa ko ito dahil obligation ko ito dahil ako ay isang Pilipino.
Para sa aking pananaw tungkol sa nabasa kong teksto.,Para sa aking pananaw tungkol sa nabasa kung teksto.
"Sa pamagat pa lang, halatang masama na ang gawain ng CHED.","Sa pamagat palang, halatang masama na ang gawain ng CHED."
Tatanggalin ninyo?,Tatangalin ninyo?
Tatanggalin ninyo?,Tatanggalin niyo?
"Matakot kayo sa Diyos, siya ang gumawa ng ating bansa at inilagay niya ang tamang tao, at yun ay tayo, kaya pasalamat tayo dahil biniyayaan tayo ng Diyos ng magagaling na responsableng mga tao.","Matakot kayo sa Diyos, siya ang gumawa nang ating bansa at inilagay niya ang tamang tao, at yun ay tayo, kaya pasalamat tayo dahil biniyayaan tayo ng Diyos ng magagaling na responsableng mga tao."
Nagwelga ang mga drayber ng dyipni sa NCR at iba pang karatig-probinsya.,Nawelga ang mga drayber ng dyipni sa NCR at iba pang karatig-probinsya.
Muli na namang itinaas ang presyo ng langis simula mamayang gabi.,Muli na namang tinaas ang presyo ng langis simula mamayang gabi.
Ikinibabahala din ng mga drayber ang napipintong pag-phase out ng mga dyipni sa lansangan.,Nabahala din ng mga drayber ang napipintong pag-phase out ng mga dyipni sa lansangan.
"Ang dating o epekto sa akin ng napanood kong bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino.","Ang dating o epekto saakin ng napanood kong bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino."
"Ang dating o epekto sa akin ng napanood kong bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino.","Ang dating o epekto sa akin ng napanood kung bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino."
"Ang dating o epekto sa akin ng napanood kong bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino.","Ang dating o epekto sa akin ng napanood kong bideo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino."
"Ang dating o epekto sa akin ng napanood kong bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bidyo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino.","Ang dating o epekto sa akin ng napanood kong bidyo ay nakakatuwa para sa akin dahil ang ipinapahayag ng bideo ay kung gaano mapagmahal, marespeto, matiyaga, at magalang ang mga Pilipino."
"Ang isang mabuting Pilipino ay mapagmahal sa bayan at ipinahayag dito sa bidyo ang ating ""Filipino Pride"".","Ang isang mabuting Pilipino ay mapagmahal sa bayan at ipinahayag dito sa bideo ang ating ""Filipino Pride""."
"Para sa akin, sa bidyo na aking napanood, pinapagmalaki nila ang bansang Pilipinas dahil sa ating pagiging isang tapat na Pilipino, na gagawin natin ang lahat para sa ikabubuti ng bansa natin.","Para saakin, sa bidyo na aking napanood, pinapagmalaki nila ang bansang Pilipinas dahil sa ating pagiging isang tapat na Pilipino, na gagawin natin ang lahat para sa ikabubuti ng bansa natin."
"Para sa akin, sa bidyo na aking napanood, pinapagmalaki nila ang bansang Pilipinas dahil sa ating pagiging isang tapat na Pilipino, na gagawin natin ang lahat para sa ikabubuti ng bansa natin.","Para sa akin, sa bideo na aking napanood, pinapagmalaki nila ang bansang Pilipinas dahil sa ating pagiging isang tapat na Pilipino, na gagawin natin ang lahat para sa ikabubuti ng bansa natin."
"Na lahat ng Pilipino ay masunurin, at may takot sa Diyos, sumusunod sa mga tungkulin, at ang isang Pilipino ay agad pinalaking totoo sa lahat ng bagay, hinidi agad sumusuko dahil alam namin na mapagtatagumpayan namin ang isang bagay na gusto namin basta mayroon kaming tiyaga, lakas ng loob, at may tiwala sa Diyos.","Na lahat ng Pilipino ay masunurin, at may takot sa Diyos, sumusunod sa mga tungkulin, at ang isang Pilipino ay agad pinalaking totoo sa lahat ng bagay, hinidi agad sumusuko dahil alam namin na matagumpayan namin ang isang bagay na gusto namin basta mayroon kaming tiyaga, lakas ng loob, at may tiwala sa Diyos."
"Bilang isang kabataan, upang maging isang matagumpay at mabuting Pilipino, kailangang maging matatag dahil ang mga Pilipino ay hindi sumusuko.","Bilang isang kabataan, upang maging isang matagumpay na mabuting Pilipino, kailangang maging matatag dahil ang mga Pilipino ay hindi sumusuko."
Ang kaya kong gawin para sa minamahal ko ay lagi akong pupunta sa kanya.,Ang kaya ko gawin para sa minamahal ko ay lagi akong pupunta sa kanya.
Ang kaya kong gawin para sa minamahal ko ay lagi akong pupunta sa kanya.,Ang kaya kong gawin para sa minamahal ko ay puro lagi akong pupunta sa kanya.
Ang kaya kong gawin para sa minamahal ko ay lagi akong pupunta sa kanya.,Ang kaya kong gawin para sa minamahal ko ay lagi ako pupunta sa kanya.
Ang kaya kong gawin para sa minamahal ko ay lagi akong pupunta sa kanya.,Ang kaya kong gawin para sa minamahal ko ay lagi akong pupunta sa kanya
"Pag kailangan niya ako, tutulungan ko siya sa mga bagay na hindi niya maintinihan, mamahalin ko siya, ibibigay ko ang tiwala ko sa kanya.","Pagkailangan niya ako, tutulungan ko siya sa mga bagay na hindi niya maintinihan, mamahalin ko siya, ibibigay ko ang tiwala ko sa kanya."
"Pag kailangan niya ako, tutulungan ko siya sa mga bagay na hindi niya maintinihan, mamahalin ko siya, ibibigay ko ang tiwala ko sa kanya.","Pag kailangan niya ako, itutulong ko siya sa mga bagay na hindi niya maintinihan, mamahalin ko siya, ibibigay ko ang tiwala ko sa kanya."
"Pag kailangan niya ako, tutulungan ko siya sa mga bagay na hindi niya maintinihan, mamahalin ko siya, ibibigay ko ang tiwala ko sa kanya.","Pag kailangan niya ako, tutulungan ko siya sa mga bagay na hind niya maintinihan, mamahalin ko siya, ibibigay ko ang tiwala ko sa kanya."
Muli na namang tataas ang presyo ng langis simula mamayang gabi.,Muli na namang tataasin ang presyo ng langis simula mamayang gabi.
Ikinabahala din ng mga drayber ang napipintong pag-phase out ng mga dyipni sa lansangan.,Ibinahala din ng mga drayber ang napipintong pag-phase out ng mga dyipni sa lansangan.
Ipinantali nila sa mga kawayan ang mga lubid upang makabuo ng maaaring masilungan sa panahon ng kalamidad.,Tinali nila sa mga kawayan ang mga lubid upang makabuo ng maaaring masilungan sa panahon ng kalamidad.
"Kamakailan lang, ginanap sa KAISAKA sa Maynila ang Outreach ng mga mag-aaral.","Kamakailan lang, ginapan sa KAISAKA sa Maynila ang Outreach ng mga mag-aaral."
Ikinalungkot ng ibang mag-aaral ang pamamaalam sa mga bagong kaibigan sa KAISAKA.,Ikinilungkot ng ibang mag-aaral ang pamamaalam sa mga bagong kaibigan sa KAISAKA.
"Natutunan ng mga mag-aaral na sa kabila ng kapansanan ng mga batang kanilang nakasama sa KAISAKA, sila rin ay may karapatang mamuhay nang normal at tanggapin ng kanilang pamayanan.","Natuto ng mga mag-aaral na sa kabila ng kapansanan ng mga batang kanilang nakasama sa KAISAKA, sila rin ay may karapatang mamuhay nang normal at tanggapin ng kanilang pamayanan."
Madami akong minamahal sa aking buhay lalo na ang mga tao na mahalaga sa akin at pinagkakatiwalaan ko.,Madami akong minamahal sa aking buhay lalo na ang mga tao na mahalaga sakin at pinagkakatiwalaan ko.
Madami akong minamahal sa aking buhay lalo na ang mga tao na mahalaga sa akin at pinagkakatiwalaan ko.,Madami akong mahal sa aking buhay lalo na ang mga tao na mahalaga sa akin at pinagkakatiwalaan ko.
Ngunit hindi din mawawala ang paggawa ng iba pang mga bagay sa iyong minamahal katulad ng laging pakikipag-usap sa kanya.,Ngunit hindi din mawawala ang paggawa ng iba pang mga bagay sa iyong minamahal katulad ng laging pagusap sa kanya.
"Para sa akin, kung ano ang magpapasaya sa kanya ay iyon ang aking gagawin dahil sino ba ang may ayaw ng makitang masaya ang iyong minamahal.","Para sa akin, kung ano ang magpapasaya sa kanya ay iyon ang aking gagawin dahil sino ba ang may ayaw ng makita masaya ang iyong minamahal."
"Para sa akin, kung ano ang magpapasaya sa kanya ay iyon ang aking gagawin dahil sino ba ang may ayaw ng makitang masaya ang iyong minamahal.","Para sa akin, kung ano ang magpapasaya sa kanya ay iyon ang aking gagawin dahil sino ba ang may ayaw ng makitang mong masaya ang iyong minamahal."
Muli na namang tataas ang presyo ng langis simula mamayang gabi.,Muli na namang itataas ang presyo ng langis simula mamayang gabi.
Ipinaghanda nila ang mga bata ng mga palaro at kaunting salusalo na nagdulot ng kasiyahan sa lahat ng naroroon.,Ipinaghandaan nila ang mga bata ng mga palaro at kaunting salusalo na nagdulot ng kasiyahan sa lahat ng naroroon.
Tayo ay mayamang bansa dahil sa ating natatanging talento at abilidad.,Tayo ay mayaman na bansa dahil sa ating natatanging talento at abilidad.
Sinusunod dapat natin ang nakatatandan at iginagalang sila.,Sinusunod dapat natin ang nakakatandan at iginagalang sila.
"Hindi dahil mga bata pa lang tayo, hindi na natin gagawin ang mga bagay na ginagawa ng isang mabuting Pilipino, dapat nagsisimula na tayo maging isang mabuti at matapat na Pilipino para mas yumaman pa ang ating bansa.","Hindi dahil mga bata palang tayo, hindi na natin gagawin ang mga bagay na ginagawa ng isang mabuting Pilipino, dapat nagsisimula na tayo maging isang mabuti at matapat na Pilipino para mas yumaman pa ang ating bansa."
Papasyal kami sa Museong Pambata sa susunod na linggo.,Magpapasyal kami sa Museong Pambata sa susunod na linggo.
"Kumakailan lang, ginanap sa KAISAKA sa Maynila ang Outreach ng mga mag-aaral.","Kumakailan lang, ginaganapan sa KAISAKA sa Maynila ang Outreach ng mga mag-aaral."
Pinapakita ng awit ang paraan kung paano maging isang mabuting Pilipino.,Pinapakita ng awit ang paraan paano maging isang mabuting Pilipino.
Pinapakita ng awit ang paraan kung paano maging isang mabuting Pilipino.,Pinapakita ng awit ang paraan kung paanong maging isang mabuting Pilipino.
Mayroon ding ibang paraan at isa sa mga iyon ay ang tamang pagtatapon ng basura.,Mayroon din ibang paraan at isa sa mga iyon ay ang tamang pagtatapon ng basura.
Mayroon ding ibang paraan at isa sa mga iyon ay ang tamang pagtatapon ng basura.,Mayroon ding mga ibang paraan at isa sa mga iyon ay ang tamang pagtatapon ng basura.
Mayroon ding ibang paraan at isa sa mga iyon ay ang tamang pagtatapon ng basura.,Mayroon ding ibang paraan at isa sa mga iyon ay ang tamang pag-tapon ng basura.
"Kahit bata pa lang kami, dapat alamin namin kung bakit importante ang boto namin.","Kahit bata palang kami, dapat alamin namin kung bakit importante ang boto namin."
"Kahit bata pa lang kami, dapat alamin namin kung bakit importante ang boto namin.","Kahit bata pa lang kami, dapat alamin natin kung bakit importante ang boto namin."
"Kahit bata pa lang kami, dapat alamin namin kung bakit importante ang boto namin.","Kahit bata pa lang kami, dapat alamin namin kung bakit importante ang boto mo."
Makakatulong ang awit na ito sa ibang Pilipino na hindi masyadong mabuti.,Makakatulong ang awit nito sa ibang Pilipino na hindi masyadong mabuti.
Makakatulong ang awit na ito sa ibang Pilipino na hindi masyadong mabuti.,Makakatulong ang awit na ito sa mga ibang Pilipino na hindi masyadong mabuti.
Marami akong natutunan sa awit at sana may natutunan din ang iba.,Maraming akong natutunan sa awit at sana may natutunan din ang iba.
Marami akong natutunan sa awit at sana may natutunan din ang iba.,Marami akong natuto sa awit at sana may natutunan din ang iba.
Muli na namang itinaas ang presyo ng langis simula mamayang gabi.,Muli na namang tinataas ang presyo ng langis simula mamayang gabi.
Ipinatali nila sa mga kawayan ang mga lubid upang makabuo ng maaaring masilungan sa panahon ng kalamidad.,Ikinatali nila sa mga kawayan ang mga lubid upang makabuo ng maaaring masilungan sa panahon ng kalamidad.
Ipinaghanda nila ang mga bata ng mga palaro at kaunting salusalo na nagdulot ng kasiyahan sa lahat ng naroroon.,Naghahanda nila ang mga bata ng mga palaro at kaunting salusalo na nagdulot ng kasiyahan sa lahat ng naroroon.
"Natutunan ng mga mag-aaral na sa kabila ng kapansanan ng mga batang kanilang nakasama sa KAISAKA, sila rin ay may karapatang mamuhay nang normal at tanggapin ng kanilang pamayanan.","Ituto ng mga mag-aaral na sa kabila ng kapansanan ng mga batang kanilang nakasama sa KAISAKA, sila rin ay may karapatang mamuhay nang normal at tanggapin ng kanilang pamayanan."
Binili ko ang bagong uniporme at sapatos para kay Janice.,Ibili ko ang bagong uniporme at sapatos para kay Janice.
Kumakain ang mga bisita sa mga platong ito sa salusalo.,Kinakain ang mga bisita sa mga platong ito sa salusalo.
Pinatay sa Bulkang Mayon ang mga dayuhang turista.,Napapatay sa Bulkang Mayon ang mga dayuhang turista.
